Date,Open,High,Low,Close,Adj Close,Volume
2022-05-24,1.730000,1.730000,1.730000,1.730000,0.754574,0
2022-05-25,1.880000,1.880000,1.880000,1.880000,0.820000,100
2022-05-26,1.880000,1.880000,1.880000,1.880000,0.820000,0
2022-05-27,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-05-31,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-01,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-02,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-03,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-06,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-07,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-08,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-09,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-10,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-13,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-14,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-15,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-16,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-17,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-21,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-22,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-23,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-24,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-27,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-28,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-29,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-06-30,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-01,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-05,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-06,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-07,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-08,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-11,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-12,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-13,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-14,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-15,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-18,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-19,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-20,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-21,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-22,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-25,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-26,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-27,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-28,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-07-29,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-01,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-02,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-03,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-04,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-05,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-08,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-09,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-10,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-11,1.880000,1.880000,1.880000,1.880000,1.880000,0
2022-08-12,1.705000,1.809900,1.705000,1.809900,1.809900,1755
2022-08-15,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-16,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-17,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-18,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-19,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-22,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-23,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-24,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-25,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-26,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-29,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-30,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-08-31,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-01,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-02,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-06,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-07,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-08,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-09,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-12,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-13,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-14,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-15,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-16,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-19,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-20,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-21,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-22,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-23,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-26,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-27,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-28,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-29,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-09-30,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-10-03,1.809900,1.809900,1.809900,1.809900,1.809900,0
2022-10-04,1.660000,1.660000,1.660000,1.660000,1.660000,100
2022-10-05,1.660000,1.660000,1.660000,1.660000,1.660000,0
2022-10-06,1.660000,1.660000,1.660000,1.660000,1.660000,0
